player_name,year,runs,balls,matches,strike_rate,wickets,run_conceded,balls_bowled,overs,economy
Aaron Finch,2013,456,344,14,132.5581395,1,49,24,4,12.25
Abhinav Mukund,2013,19,22,1,86.36363636,0,0,0,0,0
Abhishek Nayar,2013,66,74,9,89.18918919,2,59,50,8.333333333,7.08
Abraham de Villiers,2013,373,226,14,165.0442478,0,0,0,0,0
Abu Nechim Ahmed,2013,0,0,0,0,3,45,42,7,6.428571429
Adam Gilchrist,2013,294,234,13,125.6410256,1,0,1,0.166666667,0
Aditya Tare,2013,123,84,5,146.4285714,0,0,0,0,0
Adrian Dimitri Mascarenhas,2013,5,5,1,100,0,25,24,4,6.25
Ajinkya Rahane,2013,488,472,18,103.3898305,0,0,0,0,0
Ajit Agarkar,2013,12,16,2,75,0,93,63,10.5,8.857142857
Ajit Chandila,2013,4,6,1,66.66666667,6,158,150,25,6.32
Ali Murtaza,2013,5,4,1,125,3,96,62,10.33333333,9.290322581
Ambati Rayudu,2013,265,235,15,112.7659574,0,0,0,0,0
Amit Mishra,2013,89,103,6,86.40776699,24,395,376,62.66666667,6.303191489
Amit Mishra,2013,2,2,1,100,1,37,25,4.166666667,8.88
Anand Rajan,2013,0,0,0,0,2,43,51,8.5,5.058823529
Andre Russell,2013,11,15,2,73.33333333,0,68,44,7.333333333,9.272727273
Andrew McDonald,2013,0,2,1,0,1,17,12,2,8.5
Angelo Davis Mathews,2013,172,141,10,121.9858156,6,245,188,31.33333333,7.819148936
Anirudha Srikkanth,2013,0,2,1,0,0,0,0,0,0
Ankeet Chavan,2013,0,0,0,0,1,63,56,9.333333333,6.75
Ankit Sharma,2013,0,0,0,0,0,17,12,2,8.5
Ankit Singh Rajpoot,2013,2,6,1,33.33333333,1,37,25,4.166666667,8.88
Arun Karthik,2013,41,40,5,102.5,0,0,0,0,0
Ashish Nehra,2013,1,8,4,12.5,13,319,221,36.83333333,8.660633484
Ashish Reddy,2013,125,90,10,138.8888889,3,71,41,6.833333333,10.3902439
Ashok Dinda ,2013,9,11,5,81.81818182,18,466,304,50.66666667,9.197368421
Ashok Menaria,2013,1,2,1,50,0,0,0,0,0
Azhar Mahmood,2013,196,158,10,124.0506329,16,335,267,44.5,7.528089888
Balapuwaduge Ajantha Mendis,2013,2,4,1,50,2,78,72,12,6.5
Ben Laughlin,2013,4,9,2,44.44444444,1,72,45,7.5,9.6
Ben Rohrer,2013,193,146,8,132.1917808,0,12,7,1.166666667,10.28571429
Bharat Chipli,2013,16,19,1,84.21052632,0,0,0,0,0
bhargav Bhatt,2013,0,0,0,0,1,32,31,5.166666667,6.193548387
Bhuvneshwar Kumar,2013,52,72,9,72.22222222,13,381,359,59.83333333,6.367688022
Biplab Samantray,2013,123,114,7,107.8947368,0,0,0,0,0
Bipul Sharma,2013,0,0,0,0,1,21,24,4,5.25
Brad Hogg,2013,0,0,0,0,0,31,21,3.5,8.857142857
Bradley John Hodge,2013,293,224,14,130.8035714,0,3,6,1,3
Brendon McCullum,2013,6,7,1,85.71428571,0,0,0,0,0
Brett Lee,2013,21,12,2,175,4,89,75,12.5,7.12
C.M. Gautam,2013,44,37,3,118.9189189,0,0,0,0,0
Cameron White,2013,226,200,13,113,1,16,12,2,8
Cheteshwar Pujara,2013,92,100,4,92,0,0,0,0,0
Christopher Gayle,2013,720,484,16,148.7603306,3,41,25,4.166666667,9.84
Christopher Morris,2013,14,17,6,82.35294118,17,410,309,51.5,7.961165049
Dale Steyn,2013,53,37,8,143.2432432,20,410,425,70.83333333,5.788235294
Darren Sammy,2013,174,136,9,127.9411765,11,169,138,23,7.347826087
David Hussey,2013,235,210,11,111.9047619,0,93,68,11.33333333,8.205882353
David Miller,2013,418,257,12,162.6459144,0,0,0,0,0
David Warner,2013,410,333,16,123.1231231,0,0,0,0,0
Debabrata Das,2013,75,76,6,98.68421053,0,0,0,0,0
Denial Christian,2013,6,16,2,37.5,0,56,38,6.333333333,8.842105263
Dhawal Kulkarni,2013,0,0,0,0,8,153,119,19.83333333,7.714285714
Dinesh Karthik,2013,510,422,19,120.8530806,0,0,0,0,0
Dirk Nannes,2013,0,0,0,0,5,165,126,21,7.857142857
Dishant Yagnik,2013,125,99,9,126.2626263,0,0,0,0,0
Dwaraka Ravi Teja,2013,14,18,2,77.77777778,0,0,0,0,0
Dwayne Bravo,2013,121,112,12,108.0357143,34,505,392,65.33333333,7.729591837
Dwayne Smith,2013,418,351,13,119.0883191,2,59,32,5.333333333,11.0625
Eoin Morgan,2013,307,250,13,122.8,0,0,0,0,0
Gautam Gambhir,2013,406,354,15,114.6892655,0,0,0,0,0
Glenn Maxwell,2013,36,27,3,133.3333333,0,24,12,2,12
Gurkeerat Singh Mann,2013,108,98,9,110.2040816,0,0,0,0,0
Hanuman Vihari,2013,241,287,17,83.97212544,1,39,37,6.166666667,6.324324324
Harbhajan Singh,2013,116,82,13,141.4634146,25,466,430,71.66666667,6.502325581
Harmeet Singh,2013,3,4,1,75,7,123,96,16,7.6875
Iqbal Abdulla,2013,8,14,2,57.14285714,7,142,113,18.83333333,7.539823009
Irfan Pathan,2013,153,159,13,96.22641509,11,391,315,52.5,7.447619048
Ishant Sharma,2013,0,0,0,0,16,471,374,62.33333333,7.556149733
Ishwar Chandra Pandey,2013,0,2,1,0,1,50,25,4.166666667,12
Jacob Oram,2013,0,0,0,0,0,28,26,4.333333333,6.461538462
Jacques Kallis,2013,311,327,15,95.10703364,19,407,329,54.83333333,7.422492401
Jamaluddin Syed Mohammad,2013,10,13,2,76.92307692,4,92,62,10.33333333,8.903225806
James Faulkner,2013,57,57,9,100,33,436,395,65.83333333,6.62278481
Jan Morkel,2013,46,37,3,124.3243243,8,167,149,24.83333333,6.724832215
Jason Holder,2013,0,0,0,0,4,173,125,20.83333333,8.304
Jasprit Bumrah,2013,0,0,0,0,3,74,45,7.5,9.866666667
Jaydev Unadkat,2013,2,2,2,100,13,373,299,49.83333333,7.484949833
Jeevan Mendis,2013,23,27,3,85.18518519,1,36,30,5,7.2
Johan Botha,2013,43,52,6,82.69230769,5,114,102,17,6.705882353
Kane Richardson,2013,34,36,2,94.44444444,2,103,73,12.16666667,8.465753425
Karn Sharma,2013,85,89,7,95.50561798,12,235,211,35.16666667,6.682464455
Karun Nair,2013,9,12,2,75,0,0,0,0,0
Kedar Jadhav,2013,152,127,10,119.6850394,0,0,0,0,0
Kevon Cooper,2013,39,22,5,177.2727273,22,456,341,56.83333333,8.023460411
Kieron Pollard,2013,420,290,18,144.8275862,10,292,197,32.83333333,8.893401015
KL Rahul,2013,20,16,2,125,0,0,0,0,0
Krishnakant  Upadhyay,2013,1,1,1,100,0,48,32,5.333333333,9
Kumar Sangakkara,2013,120,137,9,87.59124088,0,0,0,0,0
Kusal Perera,2013,14,13,2,107.6923077,0,0,0,0,0
Lakshmipathy Balaji,2013,9,10,2,90,13,399,311,51.83333333,7.697749196
Laxmi Ratan Shukla,2013,3,13,2,23.07692308,1,22,18,3,7.333333333
Luke Pomersbach,2013,58,60,3,96.66666667,0,0,0,0,0
Luke Wright,2013,106,63,5,168.2539683,2,101,63,10.5,9.619047619
Mahela Jayawardene,2013,331,322,15,102.7950311,0,0,0,0,0
Mahesh Rawat,2013,5,11,1,45.45454545,0,0,0,0,0
Manan Vohra,2013,161,117,10,137.6068376,0,0,0,0,0
Mandeep Singh,2013,260,228,14,114.0350877,0,0,0,0,0
Manish Pandey,2013,136,139,7,97.84172662,0,0,0,0,0
Manoj Tiwary,2013,146,142,9,102.8169014,0,0,0,0,0
Manpreet Gony,2013,45,27,4,166.6666667,7,261,175,29.16666667,8.948571429
Manprit Juneja,2013,125,134,7,93.28358209,0,0,0,0,0
Manvinder Bisla,2013,255,248,14,102.8225806,0,0,0,0,0
Marlon Samuels ,2013,8,18,2,44.44444444,1,34,25,4.166666667,8.16
Mayank Agarwal,2013,67,64,5,104.6875,0,0,0,0,0
Michael Neser,2013,0,0,0,0,0,62,25,4.166666667,14.88
Micheal Hussey,2013,733,580,17,126.3793103,0,0,0,0,0
Mitchell Johnson,2013,39,37,6,105.4054054,24,471,403,67.16666667,7.012406948
Mitchell Marsh,2013,140,109,8,128.440367,7,184,122,20.33333333,9.049180328
Mithun Manhas,2013,13,17,2,76.47058824,0,0,0,0,0
Mohammed Shami,2013,5,10,1,50,1,79,57,9.5,8.315789474
Mohit Sharma,2013,0,5,2,0,21,327,311,51.83333333,6.308681672
Moises Henriques,2013,165,127,9,129.9212598,8,187,132,22,8.5
Morne Morkel,2013,57,30,6,190,8,341,247,41.16666667,8.28340081
MS Dhoni,2013,461,298,16,154.6979866,0,0,0,0,0
Muarli Vijay,2013,312,293,15,106.4846416,0,0,0,0,0
Munaf Patel,2013,0,0,0,0,3,138,91,15.16666667,9.098901099
Murali Kartik,2013,2,3,2,66.66666667,11,290,241,40.16666667,7.219917012
Muttiah Muralitharan,2013,0,0,0,0,3,192,141,23.5,8.170212766
Naman Ojha,2013,9,10,2,90,0,0,0,0,0
Nathan Coulter-Nile,2013,9,6,1,150,1,29,25,4.166666667,6.96
Owais Shah,2013,25,24,2,104.1666667,0,0,0,0,0
Pappi Reddy,2013,91,104,7,87.5,0,0,0,0,0
Paras Dogra,2013,5,8,1,62.5,0,0,0,0,0
Parthiv Patel,2013,294,261,13,112.6436782,0,0,0,0,0
Parvez Rasool,2013,5,9,2,55.55555556,1,29,30,5,5.8
Parvinder Awana,2013,1,9,4,11.11111111,16,416,332,55.33333333,7.518072289
Paul Valthaty,2013,6,17,1,35.29411765,0,0,0,0,0
Pawan Negi,2013,0,0,0,0,0,28,26,4.333333333,6.461538462
Pawan Suyal,2013,0,0,0,0,1,22,19,3.166666667,6.947368421
Piyush Chawla,2013,64,60,10,106.6666667,11,433,352,58.66666667,7.380681818
Pradeep Sangwan,2013,4,2,1,200,0,52,26,4.333333333,12
Pragyan Ojha,2013,2,4,3,50,18,391,318,53,7.377358491
Praveen Kumar,2013,47,41,7,114.6341463,13,394,354,59,6.677966102
Pravin Tambe,2013,3,6,1,50,1,91,69,11.5,7.913043478
Quinton de Kock,2013,6,16,3,37.5,0,0,0,0,0
R. Ashwin,2013,35,50,5,70,16,397,354,59,6.728813559
Rahul Dravid,2013,471,433,17,108.7759815,0,0,0,0,0
Rahul Sharma,2013,11,17,6,64.70588235,9,282,247,41.16666667,6.850202429
Rahul Shukla,2013,1,2,1,50,4,80,53,8.833333333,9.056603774
Raiphi Gomez,2013,4,1,1,400,1,5,6,1,5
Rajagopal Sathish,2013,109,79,8,137.9746835,1,52,24,4,13
Rajat Bhatia,2013,99,81,10,122.2222222,11,334,266,44.33333333,7.533834586
Ranganath Vinay Kumar,2013,70,44,5,159.0909091,27,522,377,62.83333333,8.307692308
Ravi Rampaul,2013,38,39,6,97.43589744,15,282,241,40.16666667,7.020746888
Ravindra Jadeja,2013,201,139,14,144.6043165,15,326,262,43.66666667,7.465648855
Ricky Ponting,2013,52,76,5,68.42105263,0,0,0,0,0
Rishi Dhawan,2013,21,21,4,100,2,115,95,15.83333333,7.263157895
Robin Uthappa,2013,434,385,16,112.7272727,0,0,0,0,0
Roelof  van der Merwe,2013,22,25,2,88,4,71,67,11.16666667,6.358208955
Rohit Sharma,2013,538,415,19,129.6385542,0,6,9,1.5,4
Ross Taylor,2013,63,77,5,81.81818182,0,0,0,0,0
Rudra Pratap Singh,2013,0,0,0,0,14,336,251,41.83333333,8.03187251
Ryan Harris,2013,2,5,2,40,1,74,74,12.33333333,6
Ryan McLaren,2013,3,6,2,50,4,95,46,7.666666667,12.39130435
Ryan ten Doeschate,2013,85,63,4,134.9206349,0,24,18,3,8
S. Sreesanth,2013,1,4,2,25,6,171,136,22.66666667,7.544117647
Sachin Baby,2013,3,7,1,42.85714286,0,0,0,0,0
Sagar Trivedi,2013,3,7,2,42.85714286,12,425,368,61.33333333,6.929347826
Samuel Badree,2013,0,0,0,0,0,35,25,4.166666667,8.4
Sandeep Sharma,2013,0,1,1,0,8,130,98,16.33333333,7.959183673
Sarabjit Ladda,2013,0,0,0,0,1,18,12,2,9
ShabhazNadeem,2013,14,27,6,51.85185185,9,264,267,44.5,5.93258427
Shaun Marsh,2013,300,256,8,117.1875,0,0,0,0,0
Shikhar Dhawan,2013,311,262,10,118.7022901,0,0,0,0,0
Siddarth Kaul,2013,7,9,1,77.77777778,5,172,133,22.16666667,7.759398496
Lasith Malinga,2013,9,19,6,47.36842105,23,484,402,67,7.223880597
Sachithra Senanayake,2013,10,17,4,58.82352941,9,211,195,32.5,6.492307692
Sunil Narine,2013,21,20,6,105,26,353,387,64.5,5.472868217
Steve Smith,2013,159,134,7,118.6567164,0,0,0,0,0
Sachine Tendulkar,2013,287,243,14,118.1069959,0,0,0,0,0
Shane Watson,2013,543,393,16,138.1679389,16,319,256,42.66666667,7.4765625
Saurabh Tiwary,2013,109,113,6,96.46017699,0,0,0,0,0
Stuart Binny,2013,293,204,16,143.627451,7,163,149,24.83333333,6.563758389
Subramaniam Badrinath,2013,124,123,7,100.8130081,0,0,0,0,0
Sumit Narwal,2013,23,16,1,143.75,0,17,14,2.333333333,7.285714286
Suresh Raina,2013,548,370,17,148.1081081,1,23,12,2,11.5
Sanju Samson,2013,206,179,10,115.0837989,0,0,0,0,0
Shaun Tait,2013,1,3,1,33.33333333,1,103,70,11.66666667,8.828571429
Thisara Perera,2013,235,173,14,135.8381503,21,490,369,61.5,7.967479675
Tirumalasetti Suman,2013,52,58,5,89.65517241,1,16,12,2,8
Tillakaratne Dilshan,2013,76,97,5,78.35051546,0,10,6,1,10
Udit Birla,2013,7,15,1,46.66666667,0,0,0,0,0
Unmukt Chand,2013,158,163,9,96.93251534,0,0,0,0,0
Umesh Yadav,2013,38,39,7,97.43589744,20,533,369,61.5,8.666666667
Virender Sehwag,2013,295,244,13,120.9016393,0,9,6,1,9
Virat Kohli,2013,639,471,16,135.6687898,0,0,0,0,0
Vikramjeet Malik,2013,0,0,0,0,2,59,61,10.16666667,5.803278689
Wayne Parnell,2013,5,7,1,71.42857143,7,141,97,16.16666667,8.721649485
Wriddhiman Saha,2013,70,57,3,122.8070175,0,0,0,0,0
Thalaivan Sargunam,2013,10,17,1,58.82352941,0,0,0,0,0
Yusuf Pathan,2013,332,247,16,134.4129555,1,74,55,9.166666667,8.072727273
Yuzvendra Chahal,2013,0,0,0,0,0,35,24,4,8.75
Yuvraj Singh,2013,238,193,13,123.3160622,6,152,133,22.16666667,6.857142857
Zaheer Khan,2013,0,0,0,0,5,47,38,6.333333333,7.421052632
Amit Mishra,2014,4,7,2,57.14285714,8,342,230,38.33333333,8.92173913
Ashish Nehra,2014,0,0,0,0,8,143,93,15.5,9.225806452
Aaron Finch,2014,309,268,13,115.2985075,0,0,0,0,0
Abhishek Nayar,2014,43,50,4,86,0,0,0,0,0
Abraham de Villiers,2014,395,255,13,154.9019608,0,0,0,0,0
Abu Nechim Ahmed,2014,4,1,1,400,3,120,89,14.83333333,8.08988764
Aditya Tare,2014,126,102,11,123.5294118,0,0,0,0,0
Ajinkya Rahane,2014,339,298,12,113.7583893,0,0,0,0,0
Ambati Rayudu,2014,361,296,14,121.9594595,0,0,0,0,0
Andre Russell,2014,2,8,2,25,2,54,31,5.166666667,10.4516129
Anirudha Srikkanth,2014,3,5,1,60,0,0,0,0,0
Ankit Sharma,2014,34,31,2,109.6774194,4,44,48,8,5.5
Axar Rajesh Patel,2014,62,61,7,101.6393443,19,424,403,67.16666667,6.312655087
Ashok Dinda ,2014,4,13,3,30.76923077,5,271,195,32.5,8.338461538
Ben Cutting,2014,8,6,1,133.3333333,2,31,24,4,7.75
Beuran Hendricks,2014,0,1,1,0,4,127,75,12.5,10.16
Bhuvneshwar Kumar,2014,1,4,2,25,21,362,327,54.5,6.642201835
Ben Dunk,2014,40,36,3,111.1111111,0,0,0,0,0
Bradley John Hodge,2014,101,74,4,136.4864865,0,0,0,0,0
Brendon McCullum,2014,405,341,14,118.7683284,0,0,0,0,0
Ben Hilfenhaus,2014,0,0,0,0,9,255,175,29.16666667,8.742857143
Chris Lynn,2014,58,52,2,111.5384615,0,0,0,0,0
Cheteshwar Pujara,2014,125,129,6,96.89922481,0,0,0,0,0
Christopher Gayle,2014,196,188,9,104.2553191,0,0,0,0,0
Corey Anderson,2014,265,186,11,142.4731183,4,188,114,19,9.894736842
C.M. Gautam,2014,121,116,9,104.3103448,0,0,0,0,0
Dale Steyn,2014,22,26,3,84.61538462,12,441,342,57,7.736842105
Darren Sammy,2014,108,97,9,111.3402062,3,159,88,14.66666667,10.84090909
David Hussey,2014,116,96,4,120.8333333,2,38,18,3,12.66666667
David Miller,2014,446,307,16,145.276873,0,0,0,0,0
David Warner,2014,528,386,14,136.7875648,0,0,0,0,0
Dhawal Kulkarni,2014,35,27,2,129.6296296,6,226,173,28.83333333,7.838150289
Dinesh Karthik,2014,325,261,14,124.5210728,0,0,0,0,0
Dishant Yagnik,2014,4,6,1,66.66666667,0,0,0,0,0
Dwayne Bravo,2014,8,3,1,266.6666667,0,0,0,0,0
Dwayne Smith,2014,566,425,16,133.1764706,4,99,62,10.33333333,9.580645161
Faf du Plessis,2014,303,240,12,126.25,0,0,0,0,0
Gautam Gambhir,2014,335,301,16,111.2956811,0,0,0,0,0
George Bailey,2014,257,190,16,135.2631579,0,0,0,0,0
Glenn Maxwell,2014,552,312,16,176.9230769,1,133,70,11.66666667,11.4
Harbhajan Singh,2014,28,26,7,107.6923077,14,365,336,56,6.517857143
Harshal Patel,2014,13,7,3,185.7142857,4,118,71,11.83333333,9.971830986
Imran Tahir,2014,8,10,2,80,11,176,131,21.83333333,8.061068702
Iqbal Abdulla,2014,0,0,0,0,0,18,12,2,9
Irfan Pathan,2014,55,58,6,94.82758621,6,209,144,24,8.708333333
Ishant Sharma,2014,0,0,0,0,3,101,68,11.33333333,8.911764706
Ishwar Chandra Pandey,2014,0,0,0,0,7,331,255,42.5,7.788235294
Jacques Kallis,2014,151,131,7,115.2671756,4,193,134,22.33333333,8.641791045
James Faulkner,2014,181,99,12,182.8282828,17,449,278,46.33333333,9.690647482
Jan Morkel,2014,45,41,5,109.7560976,4,127,101,16.83333333,7.544554455
Jason Holder,2014,16,12,1,133.3333333,1,35,20,3.333333333,10.5
Jasprit Bumrah,2014,1,4,2,25,6,307,246,41,7.487804878
Jaydev Unadkat,2014,1,6,2,16.66666667,10,278,189,31.5,8.825396825
James Neesham,2014,42,46,3,91.30434783,1,96,57,9.5,10.10526316
Jean-Paul Duminy,2014,410,311,14,131.8327974,3,242,204,34,7.117647059
John Hastings,2014,0,0,0,0,1,29,19,3.166666667,9.157894737
Krismar Santokie,2014,0,0,0,0,3,91,51,8.5,10.70588235
Kane Richardson,2014,1,2,1,50,10,209,167,27.83333333,7.508982036
Karanveer Singh,2014,1,1,1,100,12,164,126,21,7.80952381
Karn Sharma,2014,42,30,8,140,17,393,307,51.16666667,7.680781759
Karun Nair,2014,330,237,11,139.2405063,0,0,0,0,0
Kedar Jadhav,2014,149,104,10,143.2692308,0,0,0,0,0
Kevon Cooper,2014,39,28,3,139.2857143,4,146,110,18.33333333,7.963636364
Kieron Pollard,2014,273,208,15,131.25,3,265,160,26.66666667,9.9375
KL Rahul,2014,166,166,8,100,0,0,0,0,0
Kevin Pietersen,2014,294,239,11,123.0125523,0,0,0,0,0
Lakshmipathy Balaji,2014,1,3,2,33.33333333,12,305,211,35.16666667,8.672985782
Laxmi Ratan Shukla,2014,31,38,3,81.57894737,1,88,58,9.666666667,9.103448276
Lendl Simmons,2014,394,299,8,131.7725753,1,34,18,3,11.33333333
Marchant de Lange,2014,1,2,1,50,2,33,26,4.333333333,7.615384615
Mitchell Starc,2014,85,84,8,101.1904762,17,419,340,56.66666667,7.394117647
Manan Vohra,2014,324,244,8,132.7868852,0,0,0,0,0
Mandeep Singh,2014,24,28,3,85.71428571,0,0,0,0,0
Manish Pandey,2014,409,359,16,113.9275766,0,0,0,0,0
Manoj Tiwary,2014,152,123,8,123.5772358,0,28,12,2,14
Manvinder Bisla,2014,3,9,1,33.33333333,0,0,0,0,0
Mayank Agarwal,2014,115,93,8,123.655914,0,0,0,0,0
Micheal Hussey,2014,209,187,9,111.7647059,0,0,0,0,0
Mitchell Johnson,2014,56,51,8,109.8039216,17,450,340,56.66666667,7.941176471
Mithun Manhas,2014,35,26,5,134.6153846,0,0,0,0,0
Mohammed Shami,2014,3,8,4,37.5,10,381,281,46.83333333,8.135231317
Mohit Sharma,2014,1,3,1,33.33333333,26,457,324,54,8.462962963
Moises Henriques,2014,9,14,2,64.28571429,4,96,63,10.5,9.142857143
Morne Morkel,2014,4,4,1,100,13,376,305,50.83333333,7.396721311
MS Dhoni,2014,371,258,15,143.7984496,0,0,0,0,0
Muarli Vijay,2014,207,197,11,105.0761421,0,13,6,1,13
Murali Kartik,2014,0,0,0,0,2,91,49,8.166666667,11.14285714
Muttiah Muralitharan,2014,0,0,0,0,4,125,99,16.5,7.575757576
Naman Ojha,2014,232,170,10,136.4705882,0,0,0,0,0
Nathan Coulter-Nile,2014,0,0,0,0,2,27,26,4.333333333,6.230769231
Nic Maddinson,2014,16,14,2,114.2857143,0,0,0,0,0
Parthiv Patel,2014,205,191,12,107.3298429,0,0,0,0,0
Parvez Rasool,2014,0,0,0,0,1,83,56,9.333333333,8.892857143
Parvinder Awana,2014,0,0,0,0,9,248,146,24.33333333,10.19178082
Pawan Negi,2014,0,0,0,0,1,76,43,7.166666667,10.60465116
Pawan Suyal,2014,0,0,0,0,1,35,21,3.5,10
Piyush Chawla,2014,31,20,5,155,14,304,238,39.66666667,7.663865546
Pat Cummins,2014,0,0,0,0,2,29,24,4,7.25
Pragyan Ojha,2014,4,8,3,50,5,385,282,47,8.191489362
Praveen Kumar,2014,1,2,1,50,4,81,73,12.16666667,6.657534247
Pravin Tambe,2014,5,9,2,55.55555556,15,365,304,50.66666667,7.203947368
Quinton de Kock,2014,153,132,7,115.9090909,0,0,0,0,0
Rahul Tewatia,2014,16,13,1,123.0769231,3,59,55,9.166666667,6.436363636
R. Ashwin,2014,45,48,5,93.75,17,446,379,63.16666667,7.060686016
Rahul Sharma,2014,0,0,0,0,1,65,36,6,10.83333333
Rahul Shukla,2014,18,21,3,85.71428571,3,105,58,9.666666667,10.86206897
Rajat Bhatia,2014,67,55,7,121.8181818,13,287,232,38.66666667,7.422413793
Ranganath Vinay Kumar,2014,4,7,2,57.14285714,10,294,194,32.33333333,9.092783505
Ravi Rampaul,2014,13,13,1,100,2,37,37,6.166666667,6
Ravindra Jadeja,2014,146,113,10,129.2035398,20,446,332,55.33333333,8.060240964
Rishi Dhawan,2014,82,75,6,109.3333333,15,373,294,49,7.612244898
Robin Uthappa,2014,660,485,16,136.0824742,0,0,0,0,0
Rohit Sharma,2014,390,307,15,127.0358306,1,26,18,3,8.666666667
Ross Taylor,2014,59,62,4,95.16129032,0,0,0,0,0
Rilee Rossouw,2014,39,41,3,95.12195122,0,0,0,0,0
Ryan ten Doeschate,2014,52,33,6,157.5757576,1,35,30,5,7
Shreyas Gopal,2014,11,10,1,110,6,113,85,14.16666667,7.976470588
Sachin Rana,2014,73,66,7,110.6060606,0,16,12,2,8
Suryakumar Yadav,2014,164,123,10,133.3333333,0,8,6,1,8
Samuel Badree,2014,0,0,0,0,2,103,87,14.5,7.103448276
Sandeep Sharma,2014,2,5,1,40,19,358,255,42.5,8.423529412
Shadab Jakati,2014,0,0,0,0,0,41,22,3.666666667,11.18181818
ShabhazNadeem,2014,7,20,3,35,9,314,235,39.16666667,8.017021277
Shakib Al Hasan,2014,229,160,11,143.125,15,339,307,51.16666667,6.625407166
Shaun Marsh,2014,70,54,2,129.6296296,0,0,0,0,0
Shikhar Dhawan,2014,377,332,14,113.5542169,0,0,0,0,0
Shivam Sharma,2014,5,3,2,166.6666667,3,121,96,16,7.5625
Siddarth Kaul,2014,2,2,1,100,2,136,82,13.66666667,9.951219512
Lasith Malinga,2014,2,4,1,50,17,267,243,40.5,6.592592593
Sunil Narine,2014,10,15,4,66.66666667,22,432,392,65.33333333,6.612244898
Steve Smith,2014,152,115,7,132.173913,0,0,0,0,0
Shane Watson,2014,246,205,13,120,7,169,134,22.33333333,7.567164179
Stuart Binny,2014,123,122,11,100.8196721,4,65,54,9,7.222222222
Suresh Raina,2014,523,370,16,141.3513514,1,135,109,18.16666667,7.431192661
Sanju Samson,2014,339,280,13,121.0714286,0,0,0,0,0
Tim Southee,2014,4,4,1,100,0,78,63,10.5,7.428571429
Unmukt Chand,2014,2,10,1,20,0,0,0,0,0
Umesh Yadav,2014,2,4,1,50,12,381,283,47.16666667,8.077738516
Virender Sehwag,2014,455,334,17,136.2275449,0,0,0,0,0
Vijay Shankar,2014,0,0,0,0,0,19,6,1,19
Vijay Zol,2014,29,26,2,111.5384615,0,0,0,0,0
Virat Kohli,2014,359,301,14,119.269103,0,0,0,0,0
Varun Aaron,2014,35,34,3,102.9411765,16,309,238,39.66666667,7.789915966
Vikramjeet Malik,2014,1,2,1,50,1,29,19,3.166666667,9.157894737
Wayne Parnell,2014,2,2,1,100,7,235,190,31.66666667,7.421052632
Wriddhiman Saha,2014,362,255,13,141.9607843,0,0,0,0,0
Venugopal Rao,2014,71,65,5,109.2307692,0,16,12,2,8
Yusuf Pathan,2014,268,168,12,159.5238095,0,10,6,1,10
Yuzvendra Chahal,2014,1,2,1,50,12,389,333,55.5,7.009009009
Yuvraj Singh,2014,376,288,14,130.5555556,6,191,140,23.33333333,8.185714286
Yogesh Takawale,2014,104,92,5,113.0434783,0,0,0,0,0
Zaheer Khan,2014,8,7,3,114.2857143,6,156,138,23,6.782608696
Amit Mishra,2015,8,13,4,61.53846154,9,312,249,41.5,7.518072289
Ashish Nehra,2015,1,7,4,14.28571429,25,453,385,64.16666667,7.05974026
Aaron Finch,2015,23,33,3,69.6969697,0,0,0,0,0
Abraham de Villiers,2015,513,302,14,169.8675497,0,0,0,0,0
Abu Nechim Ahmed,2015,10,5,3,200,2,129,76,12.66666667,10.18421053
Aditya Tare,2015,14,18,2,77.77777778,0,0,0,0,0
Ajinkya Rahane,2015,540,423,13,127.6595745,0,0,0,0,0
Ambati Rayudu,2015,281,195,14,144.1025641,0,0,0,0,0
Andre Russell,2015,326,175,11,186.2857143,14,332,254,42.33333333,7.842519685
Angelo Davis Mathews,2015,144,109,10,132.1100917,7,249,185,30.83333333,8.075675676
Ankit Sharma,2015,7,6,2,116.6666667,3,114,86,14.33333333,7.953488372
Anureet Singh,2015,18,31,6,58.06451613,16,477,322,53.66666667,8.888198758
Axar Rajesh Patel,2015,206,181,12,113.8121547,14,399,289,48.16666667,8.283737024
Ashish Reddy,2015,73,46,5,158.6956522,4,51,37,6.166666667,8.27027027
Ashok Dinda ,2015,0,0,0,0,0,63,33,5.5,11.45454545
Azhar Mahmood,2015,6,8,1,75,1,41,20,3.333333333,12.3
Barinder Singh Sran,2015,0,0,0,0,0,36,20,3.333333333,10.8
Beuran Hendricks,2015,1,2,1,50,7,112,82,13.66666667,8.195121951
Bhuvneshwar Kumar,2015,17,10,3,170,19,419,323,53.83333333,7.783281734
Bipul Sharma,2015,1,2,1,50,4,50,42,7,7.142857143
Brad Hogg,2015,7,6,2,116.6666667,10,148,127,21.16666667,6.992125984
Brendon McCullum,2015,436,293,14,148.8054608,0,0,0,0,0
Christopher Gayle,2015,491,359,14,136.7688022,0,16,13,2.166666667,7.384615385
Christopher Morris,2015,76,47,7,161.7021277,15,336,270,45,7.466666667
Corey Anderson,2015,114,98,4,116.3265306,1,33,24,4,8.25
C.M. Gautam,2015,4,5,1,80,0,0,0,0,0
David Wiese,2015,122,90,7,135.5555556,17,360,262,43.66666667,8.244274809
Dale Steyn,2015,20,13,3,153.8461538,3,171,116,19.33333333,8.844827586
